text,created_at,retweet_count,favorite_count
REGISTER TO VOTE! https://t.co/0pWiwCHGbh https://t.co/EOCLoJJ24B,10/12/18,13815,43308
PASTOR BRUNSON JUST RELEASED. WILL BE HOME SOON!,10/12/18,27625,125672
My thoughts and prayers are with Pastor Brunson and we hope to have him safely back home soon!,10/12/18,13840,77930
So nice everyone wants Ivanka Trump to be the new United Nations Ambassador. She would be incredible but I can already hear the chants of Nepotism! We have great people that want the job.,10/12/18,14131,76446
Working very hard on Pastor Brunson!,10/12/18,12514,68058
https://t.co/xJ9QYGMJXa,10/11/18,9063,42377
https://t.co/rsxEwbFZht,10/11/18,8973,38898
https://t.co/h47S6T9u8V,10/11/18,8797,39414
Florida Highway Patrol Troopers are all en route to the Panhandle from all across the state of Florida - to help those affected by #HurricaneMichael. If you see them be sure to shake their hands and say THANK YOU! #LESM https://t.co/rB7uNBudY5,10/11/18,18518,83413
Thank you to @FEMA and all First Responders! #HurricaneMichael https://t.co/vwN8BbrkkJ,10/11/18,9842,48376
Thank you Jacksonville Sheriff’s Office! #HurricaneMichael https://t.co/fuy7stLMJI,10/11/18,10402,47413
Massive overflow crowd tonight in Erie Pennsylvania. THANK YOU to everyone who came out and joined us. Together we are MAKING AMERICA GREAT AGAIN! https://t.co/FkPNNVpccX,10/11/18,23802,92539
Thank you Erie Pennsylvania! Remember to get out and VOTE! #MAGA🇺🇸 https://t.co/X8IEW8h9qP,10/11/18,11285,46233
Couldn’t let these great people down. They have been lined up since last night - see you soon Pennsylvania! https://t.co/jSrsmncw85,10/10/18,11788,53981
Departing the @WhiteHouse for Erie Pennsylvania. I cannot disappoint the thousands of people that are there - and the thousands that are going. I look forward to seeing everyone this evening.,10/10/18,14890,80036
We are with you Florida! https://t.co/qzrVLeFbyFhttps://t.co/HVVhSmBg7S https://t.co/rcB6OCwLeH,10/10/18,12172,53793
Despite so many positive events and victories Media Reseach Center reports that 92% of stories on Donald Trump are negative on ABC CBS and ABC. It is FAKE NEWS! Don’t worry the Failing New York Times didn’t even put the Brett Kavanaugh victory on the Front Page yesterday-A17!,10/10/18,25499,93308
Walker Stapleton is running as the highly respected Republican Candidate for Governor of the Great State of Colorado. His credentials and talents are impeccable. He has my complete and total Endorsement!,10/10/18,14545,57022
THANK YOU IOWA &amp; NEBRASKA! VOTE VOTE VOTE! https://t.co/0pWiwCHGbh https://t.co/tzkiQ4IlEd,10/10/18,13172,54312
https://t.co/CPf3oxgdRX,10/10/18,8122,34233
Beautiful evening in Iowa. GOD BLESS THE U.S.A.! #MAGA🇺🇸 https://t.co/Zi0rwyajrz,10/10/18,18514,78472
.@FLGovScott has been relentless in securing the funding to fix the algae problem from Lake Okeechobee - we will solve this! Congress must follow through on the Government’s plan on the Everglades Reservoir. Bill Nelson has been no help!,10/9/18,14657,57361
“President Donald J. Trump Approves Florida Emergency Declaration” https://t.co/TnTDCvs41W,10/9/18,7724,34804
REGISTER TO VOTE! https://t.co/0pWiwCHGbh https://t.co/3vYfDmpqiH,10/9/18,17992,48430
FLORIDA - It is imperative that you heed the directions of your State and Local Officials. Please be prepared be careful and be SAFE! #HurricaneMichael https://t.co/VP6PBXfzm9 https://t.co/aKmaDNgZve,10/9/18,11483,45318
...Looks to be a Cat. 3 which is even more intense than Florence. Good news is the folks in the Pan Handle can take care of anything. @FEMA and First Responders are ready - be prepared! #HurricaneMichael,10/9/18,5960,28349
Hurricane on its way to the Florida Pan Handle with major elements arriving tomorrow. Could also hit in later stage parts of Georgia and unfortunately North Carolina and South Carolina again...,10/9/18,8742,37931
Big announcement with my friend Ambassador Nikki Haley in the Oval Office at 10:30am.,10/9/18,13417,66424
Will be going to Iowa tonight for Rally and more! The Farmers (and all) are very happy with USMCA!,10/9/18,11636,55642
Great evening last night at the White House honoring Justice Kavanaugh and family. Our country is very proud of them!,10/9/18,15959,89845
The paid D.C. protesters are now ready to REALLY protest because they haven’t gotten their checks - in other words they weren’t paid! Screamers in Congress and outside were far too obvious - less professional than anticipated by those paying (or not paying) the bills!,10/9/18,25502,94224
https://t.co/4ySIkmfllE,10/9/18,18081,74171
https://t.co/k2bOxapRtR,10/8/18,15092,58921
Great to see @AGPamBondi launch a cutting-edge statewide school safety APP in Florida today - named by Parkland Survivors. BIG PRIORITY and Florida is getting it done! #FortifyFL,10/8/18,11014,48534
Every day our police officers race into darkened allies deserted streets &amp; onto the doorsteps of the most hardened criminals. They see the worst of humanity &amp; they respond with the best of the American Spirit. America’s LEOs have earned the everlasting gratitude of our Nation! https://t.co/RquS91Vz7o,10/8/18,15026,61252
We thank you. We salute you. We honor you. And we promise you: we will ALWAYS have your BACK – now and FOREVER! #IACP2018 https://t.co/nvUUIuvouj,10/8/18,15246,66208
America’s police officers have earned the everlasting gratitude of our Nation. In moments of danger &amp; despair you are the reason we never lose hope – because there are men &amp; women in uniform who face down evil &amp; stand for all that is GOOD and JUST and DECENT and RIGHT! #IACP2018 https://t.co/N0Dq50DkbP,10/8/18,16053,70979
It was my great honor to address the International Association of Chiefs of Police Annual Convention in Orlando Florida. Thank you! #IACP2018 #LESM https://t.co/Z0nY5bSNr6,10/8/18,9518,44503
Departing Washington D.C. for the International Association of Chiefs of Police Annual Convention in Orlando Florida. Look forward to seeing everyone soon! #IACP2018 https://t.co/EwSd7IU9t1,10/8/18,8270,43063
Christopher Columbus’s spirit of determination &amp; adventure has provided inspiration to generations of Americans. On #ColumbusDay we honor his remarkable accomplishments as a navigator &amp; celebrate his voyage into the unknown expanse of the Atlantic Ocean. https://t.co/Mg3dxRfPuN,10/8/18,19213,76200
.@SecPompeo had a good meeting with Chairman Kim today in Pyongyang. Progress made on Singapore Summit Agreements! I look forward to seeing Chairman Kim again in the near future. https://t.co/bUa2pkq80s,10/7/18,19807,87311
You don’t hand matches to an arsonist and you don’t give power to an angry left-wing mob. Democrats have become too EXTREME and TOO DANGEROUS to govern. Republicans believe in the rule of law - not the rule of the mob. VOTE REPUBLICAN!,10/7/18,67746,228025
Beautiful evening in Topeka Kansas. VOTE VOTE VOTE! #MAGA https://t.co/bomRqsaYfm,10/7/18,15263,69247
Thank you Kansas - I love you! https://t.co/ymCFNr9WQY,10/7/18,15474,73059
The crowd in front of the U.S. Supreme Court is tiny looks like about 200 people (&amp; most are onlookers) - that wouldn’t even fill the first couple of rows of our Kansas Rally or any of our Rallies for that matter! The Fake News Media tries to make it look sooo big &amp; it’s not!,10/6/18,37880,162935
I applaud and congratulate the U.S. Senate for confirming our GREAT NOMINEE Judge Brett Kavanaugh to the United States Supreme Court. Later today I will sign his Commission of Appointment and he will be officially sworn in. Very exciting!,10/6/18,62475,262765
I have asked Steve Daines our great Republican Senator from Montana to attend his daughter Annie’s wedding rather than coming to today’s vote. Steve was ready to do whatever he had to but we had the necessary number. To the Daines Family congratulations-have a wonderful day!,10/6/18,28008,156497
Women for Kavanaugh and many others who support this very good man are gathering all over Capitol Hill in preparation for a 3-5 P.M. VOTE. It is a beautiful thing to see - and they are not paid professional protesters who are handed expensive signs. Big day for America!,10/6/18,29482,132372
Women for Kavanaugh and many others who support this very good man are gathering all over Capital Hill in preparation for a 3-5 P.M. VOTE. It is a beautiful thing to see - and they are not paid professional protesters who are handed expensive signs. Big day for America!,10/6/18,15505,56869
Very proud of the U.S. Senate for voting “YES” to advance the nomination of Judge Brett Kavanaugh!,10/5/18,40450,199902
Just out: 3.7% Unemployment is the lowest number since 1969!,10/5/18,37512,159724
The very rude elevator screamers are paid professionals only looking to make Senators look bad. Don’t fall for it! Also look at all of the professionally made identical signs. Paid for by Soros and others. These are not signs made in the basement from love! #Troublemakers,10/5/18,53468,179025
Beautiful evening in Rochester Minnesota. VOTE VOTE VOTE! https://t.co/SyxrxvTpZE,10/5/18,15500,70217
Thank you Minnesota - I love you!https://t.co/eQC2NqdIil,10/5/18,17899,82812
Just made my second stop in Minnesota for a MAKE AMERICA GREAT AGAIN rally. We need to elect @KarinHousley to the U.S. Senate and we need the strong leadership of @TomEmmer @Jason2CD @JimHagedornMN and @PeteStauber in the U.S. House!,10/4/18,14343,60313
Congressman Bishop is doing a GREAT job! He helped pass tax reform which lowered taxes for EVERYONE! Nancy Pelosi is spending hundreds of thousands of dollars on his opponent because they both support a liberal agenda of higher taxes and wasteful spending!,10/4/18,17129,70888
“U.S. Stocks Widen Global Lead” https://t.co/Snhv08ulcO,10/4/18,12858,52687
Statement on National Strategy for Counterterrorism: https://t.co/ajFBg9Elsj https://t.co/Qr56ycjMAV,10/4/18,10910,40060
Working hard thank you! https://t.co/6HQVaEXH0I,10/4/18,21889,95626
This is now the 7th. time the FBI has investigated Judge Kavanaugh. If we made it 100 it would still not be good enough for the Obstructionist Democrats.,10/4/18,30705,122924
This is a very important time in our country. Due Process Fairness and Common Sense are now on trial!,10/4/18,28178,115007
Our country’s great First Lady Melania is doing really well in Africa. The people love her and she loves them! It is a beautiful thing to see.,10/4/18,23172,134529
The harsh and unfair treatment of Judge Brett Kavanaugh is having an incredible upward impact on voters. The PEOPLE get it far better than the politicians. Most importantly this great life cannot be ruined by mean &amp; despicable Democrats and totally uncorroborated allegations!,10/4/18,34356,139389
Wow such enthusiasm and energy for Judge Brett Kavanaugh. Look at the Energy look at the Polls. Something very big is happening. He is a fine man and great intellect. The country is with him all the way!,10/4/18,37889,157867
My thoughts and prayers are with the Florence County Sheriff’s Office and the Florence Police Department tonight in South Carolina. We are forever grateful for what our Law Enforcement Officers do 24/7/365. https://t.co/ZwDmDthItD,10/4/18,20749,85256
Just spoke to President-Elect Andres Manuel Lopez Obrador of Mexico. Great call we will work well together!,10/3/18,14191,70909
I see it each time I go out to Rallies in order to help some of our great Republican candidates. VOTERS ARE REALLY ANGRY AT THE VICIOUS AND DESPICABLE WAY DEMOCRATS ARE TREATING BRETT KAVANAUGH! He and his wonderful family deserve much better.,10/3/18,26592,103846
Mexico Canada and the United States are a great partnership and will be a very formidable trading force. We will now because of the USMCA work very well together. Great Spirit!,10/3/18,14469,69609
Blowout numbers on New Jobs and separately Services. Market up!,10/3/18,13208,62615
Thank you to Congressman Tom Reed of New York for your wonderful comments on our great new Trade Deal with Mexico and Canada the USMCA. I have long ago given you my Full Endorsement and for good reason. Keep up the Great Work! @Varneyco,10/3/18,9885,47553
Thank you Governor Phil Bryant - it was my great honor to be there! #MAGA https://t.co/UbY7Qu2fMt,10/3/18,9832,47201
https://t.co/w04sqlMIYm,10/3/18,10432,43757
The Stock Market just reached an All-Time High during my Administration for the 102nd Time a presidential record by far for less than two years. So much potential as Trade and Military Deals are completed.,10/3/18,20538,91906
The Failing New York Times did something I have never seen done before. They used the concept of “time value of money” in doing a very old boring and often told hit piece on me. Added up this means that 97% of their stories on me are bad. Never recovered from bad election call!,10/3/18,18236,81741
Congressman @PeteSessions of Texas is a true fighter and patriot. Highly respected in D.C. by all he always gets what his district and our country wants and needs. Strong on Crime Border Military Vets and 2nd Amendment. Pete has my Full and Total Endorsement. A great guy!,10/3/18,12374,53036
Thank you Mississippi - Together we are MAKING AMERICA GREAT AGAIN! https://t.co/npnRirjcFG,10/3/18,11026,51047
Today my Administration provided HISTORIC levels of funding to improve school safety through STOP School Violence grants – a top priority for @sandyhook. I am committed to keeping our children SAFE in their schools!,10/3/18,17730,76326
“National wage growth is at the highest it’s been in nearly 17 months -- and according to a new study released by Glassdoor it’s not expected to slow down anytime soon....” https://t.co/G0Ts6yVqF9,10/3/18,12636,52131
GOD BLESS THE U.S.A.! #MAGA🇺🇸 https://t.co/pquqyy5S3G,10/3/18,21274,84510
Thank you Mississippi - I love you! https://t.co/eH6x1NBNQG,10/3/18,11406,51334
This is really an incredible time for our Nation - WE are RESPECTED AGAIN! https://t.co/94KusYcDAj,10/2/18,15582,69554
“USMCA Wins Praise as a Victory for American Industries and Workers”➡️https://t.co/UWhPhNXiiL https://t.co/eBVv0nXXRT,10/2/18,9715,43190
Proud of our great First Lady - and she loves doing this! https://t.co/VD7wlqeJoR,10/2/18,18653,90565
Yesterday it was my great honor to present the Medal of Honor to Ronald J. Shurer II for his actions on April 6 2008 when he braved enemy fire to treat multiple injured Soldiers. Read more: https://t.co/Nrrcp2JJUL https://t.co/A0KLHmIPZs,10/2/18,12195,56312
THE ONLY REASON TO VOTE FOR A DEMOCRAT IS IF YOU’RE TIRED OF WINNING!,10/2/18,45533,169591
Great reviews on the new USMCA. Thank you! Mexico and Canada will be wonderful partners in Trade (and more) long into the future.,10/2/18,15267,74222
Happy 7th birthday to Tristan a very special member of the Trump family!,10/2/18,11979,85333
WOW - THANK YOU TENNESSEE! https://t.co/38UUDqfIz5,10/2/18,27116,115528
Thank you Tennessee - I love you! https://t.co/1swpoY7F5x,10/2/18,15901,73602
https://t.co/5UmYGFLyLK,10/2/18,12299,47787
News conference on the USMCA this morning at 11:00 - Rose Garden of White House.,10/1/18,12285,64636
Congratulations to Mexico and Canada!,10/1/18,19069,103661
....deficiencies and mistakes in NAFTA greatly opens markets to our Farmers and Manufacturers reduces Trade Barriers to the U.S. and will bring all three Great Nations together in competition with the rest of the world. The USMCA is a historic transaction!,10/1/18,18158,79307
.....deficiencies and mistakes in NAFTA greatly opens markets to our Farmers and Manufacturers reduce Trade Barriers to the U.S. and will bring all three Great Nations closer together in competition with the rest of the world. The USMCA is a historic transaction!,10/1/18,1921,6809
Late last night our deadline we reached a wonderful new Trade Deal with Canada to be added into the deal already reached with Mexico. The new name will be The United States Mexico Canada Agreement or USMCA. It is a great deal for all three countries solves the many......,10/1/18,28659,128871
Wow! Just starting to hear the Democrats who are only thinking Obstruct and Delay are starting to put out the word that the “time” and “scope” of FBI looking into Judge Kavanaugh and witnesses is not enough. Hello! For them it will never be enough - stay tuned and watch!,9/30/18,37794,141208
So if African-American unemployment is now at the lowest number in history median income the highest and you then add all of the other things I have done how do Democrats who have done NOTHING for African-Americans but TALK win the Black Vote?  And it will only get better!,9/30/18,34181,136934
Like many I don’t watch Saturday Night Live (even though I past hosted it) - no longer funny no talent or charm. It is just a political ad for the Dems. Word is that Kanye West who put on a MAGA hat after the show (despite being told “no”) was great. He’s leading the charge!,9/30/18,46040,221791
NBC News incorrectly reported (as usual) that I was limiting the FBI investigation of Judge Kavanaugh and witnesses only to certain people. Actually I want them to interview whoever they deem appropriate at their discretion. Please correct your reporting!,9/30/18,45075,159356
Thank you West Virginia - I love you! https://t.co/Ou2umCfKp9,9/30/18,17544,83974
https://t.co/BxlF4grr9k,9/30/18,15339,62329
Heading to West Virginia now. Big Rally. Will be live on @FoxNews tonight. Long lines but will be great!,9/29/18,13470,74598
Senator Richard Blumenthal must talk about his fraudulent service in Vietnam where for 12 years he told the people of Connecticut as their Attorney General that he was a great Marine War Hero. Talked about his many battles of near death but was never in Vietnam. Total Phony!,9/29/18,46252,142169
Just started tonight our 7th FBI investigation of Judge Brett Kavanaugh. He will someday be recognized as a truly great Justice of The United States Supreme Court!,9/29/18,40636,177927
Judge Kavanaugh showed America exactly why I nominated him. His testimony was powerful honest and riveting. Democrats’ search and destroy strategy is disgraceful and this process has been a total sham and effort to delay obstruct and resist. The Senate must vote!,9/27/18,84180,320104
https://t.co/9o5gZlJiTd,9/26/18,17443,78771
Join me this Saturday in Wheeling West Virginia at 7pmE! Tickets: https://t.co/JyRaBps0eR https://t.co/hiruLIxa7w,9/26/18,14398,54364
Congressman Lee Zeldin is doing a fantastic job in D.C. Tough and smart he loves our Country and will always be there to do the right thing. He has my Complete and Total Endorsement!,9/26/18,15009,66506
China is actually placing propaganda ads in the Des Moines Register and other papers made to look like news. That’s because we are beating them on Trade opening markets and the farmers will make a fortune when this is over! https://t.co/ppdvTX7oz1,9/26/18,19303,59948
Avenatti is a third rate lawyer who is good at making false accusations like he did on me and like he is now doing on Judge Brett Kavanaugh. He is just looking for attention and doesn’t want people to look at his past record and relationships - a total low-life!,9/26/18,34814,138700
Jobless Claims fell to their lowest level in 49 years!,9/26/18,20615,96037
Consumer confidence hits an 18 year high close to breaking the all-time record. A big jump from last 8 years. People are excited about the USA again! We are getting Bigger and Richer and Stronger. WAY MORE TO GO!,9/26/18,20532,92071
The Democrats are playing a high level CON GAME in their vicious effort to destroy a fine person. It is called the politics of destruction. Behind the scene the Dems are laughing. Pray for Brett Kavanaugh and his family!,9/26/18,34761,127414
“These law enforcement people took the law into their own hands when it came to President Trump.” @LindseyGrahamSC,9/26/18,13461,57179
73rd Session of the United Nations General Assembly #UNGA https://t.co/xJyx7RrH5F,9/25/18,12380,53232
“Consumer confidence rose in September notching its highest level in about 18 years. The Consumer Board's index rose to 138.4 this month from 134.7 in August...” https://t.co/ZbxjnrRvAX,9/25/18,13445,55504
“Remarks by President Trump at a Luncheon Hosted by the Secretary-General of the United Nations” https://t.co/ShHaLmoSDL https://t.co/k62KGgD8j6,9/25/18,9802,41744
“Remarks by President Trump to the 73rd Session of the United Nations General Assembly” ➡️https://t.co/Oshhko61zY https://t.co/Fm8LSse417,9/25/18,9625,41125
Rush Limbaugh to Republicans: “You can kiss the MIDTERMS goodbye if you don’t get highly qualified Kavanaugh approved.”,9/25/18,27013,96699
Thank you Dr. Jeffress! https://t.co/cm7NjQh0ti,9/25/18,14219,58273
Thank you Mark! https://t.co/NVGs6WbQe2,9/25/18,15597,71995
https://t.co/h43dehf0WV,9/25/18,13408,45705
Will be speaking at the United Nations this morning. Our country is much stronger and much richer than it was when I took office less than two years ago. We are also MUCH safer!,9/25/18,16066,85962
Despite requests I have no plans to meet Iranian President Hassan Rouhani. Maybe someday in the future. I am sure he is an absolutely lovely man!,9/25/18,15473,80931
Republican Party Favorability is the highest it has been in 7 years - 3 points higher than Democrats!  Gallup,9/25/18,16947,77478
The Democrats are working hard to destroy a wonderful man and a man who has the potential to be one of our greatest Supreme Court Justices ever with an array of False Accusations the likes of which have never been seen before!,9/25/18,30357,115208
REMEMBER THE MIDTERMS!,9/25/18,30149,109226
The Democrats are working hard to destroy a wonderful man and a man who has the potential to be one of our greatest Supreme Court Justices ever with an array of False Acquisitions the likes of which have never been seen before!,9/25/18,3565,11393
https://t.co/FXqSWusSTV,9/25/18,11880,51205
It was my great honor to welcome President @EmmanuelMacron of France to the United States here in New York City this evening! #UNGA https://t.co/Gd7pCBFUCg,9/24/18,7707,39362
It was my great honor to welcome President @AlsisiOfficial of Egypt to the United States this afternoon in New York City. Great meetings! #UNGA https://t.co/dsMZWodpWr,9/24/18,7857,36903
Joint Statement on the United States-Korea Free Trade Agreement: https://t.co/m0jW8nqdQW https://t.co/lcrhsJtv00,9/24/18,8696,37843
Brett Kavanaugh and his wife Ashley will be interviewed tonight at 7pmE on @marthamaccallum @FoxNews. This is an outstanding family who must be treated fairly!,9/24/18,19121,87097
US-Korea Free Trade Agreement Signing Ceremony! https://t.co/yLFkAZgagG,9/24/18,13808,54088
It was my great honor to welcome and meet with President @moonriver365 Jae-in of South Korea today in New York City! https://t.co/7f3eOYGxDn #UNGA https://t.co/B6rVeeBTCc,9/24/18,8886,36804
Today we commit to fighting the drug epidemic together! #UNGA https://t.co/XgaYTOBrSK,9/24/18,12692,57775
“Remarks by President Trump at ‘Global Call to Action on the World Drug Problem’ Event” #UNGA➡️https://t.co/kvUZegWdlH https://t.co/BGdrQeZuId,9/24/18,8216,36554
Prime Minster @AbeShinzo is coming up to Trump Tower for dinner but most importantly he just had a great landslide victory in Japan. I will congratulate him on behalf of the American people!,9/23/18,18058,89591
Going to New York. Will be with Prime Minister Abe of Japan tonight talking Military and Trade. We have done much to help Japan would like to see more of a reciprocal relationship. It will all work out!,9/23/18,18173,90886
Tiger is playing great. Looks like a big win could happen. Very exciting! @TigerWoods,9/23/18,16111,104389
https://t.co/qZSEifBNaP,9/22/18,14351,63849
https://t.co/MgkotGmkJ0,9/22/18,15702,67286
New Economic Records being set on a daily basis - and it is not by accident!,9/22/18,21836,102801
GOD BLESS THE U.S.A.! https://t.co/n9OkDlqz11,9/22/18,24515,100914
Thank you Missouri - Together we are MAKING AMERICA GREAT AGAIN! https://t.co/onl1HmM2Gz,9/22/18,12672,56090
Thank you Missouri - I love you!https://t.co/rx3mtd7yOy,9/22/18,14393,59518
Remarks by President Trump at the Signing of H.R. 5895: https://t.co/tfKJJGMevo https://t.co/7hcD22Txvy,9/21/18,7746,34706
https://t.co/hIw1AQdRpY,9/21/18,12036,52660
Promises Kept for our GREAT Veterans! https://t.co/C0h8cW4FuH,9/21/18,11049,45782
Throughout American history the men and women of our Armed Forces have selflessly served our Country making tremendous sacrifices to defend our liberty. On National POW/MIA Recognition Day we honor all American Prisoners of War: https://t.co/ZGiqdYbats https://t.co/OEetrLzgcJ,9/21/18,10889,43762
Senator Feinstein and the Democrats held the letter for months only to release it with a bang after the hearings were OVER - done very purposefully to Obstruct &amp; Resist &amp; Delay. Let her testify or not and TAKE THE VOTE!,9/21/18,26673,92136
Senator Feinstein and the Democrats  held the letter for months only to release it with a bang after the hearings were OVER - done very purposefully to Obstruct &amp; Resist &amp; Delay. Let her testify or not and TAKE THE VOTE!,9/21/18,453,1294
....has been asked to review these documents on an expedited basis. I believe he will move quickly on this (and hopefully other things which he is looking at). In the end I can always declassify if it proves necessary. Speed is very important to me - and everyone!,9/21/18,16672,67483
I met with the DOJ concerning the declassification of various UNREDACTED documents. They agreed to release them but stated that so doing may have a perceived negative impact on the Russia probe. Also key Allies’ called to ask not to release. Therefore the Inspector General.....,9/21/18,15322,56908
The radical left lawyers want the FBI to get involved NOW. Why didn’t someone call the FBI 36 years ago?,9/21/18,16855,80907
I will Chair the United Nations Security Council meeting on Iran next week!,9/21/18,15323,68800
I have no doubt that if the attack on Dr. Ford was as bad as she says charges would have been immediately filed with local Law Enforcement Authorities by either her or her loving parents. I ask that she bring those filings forward so that we can learn  date time and place!,9/21/18,26233,110748
Judge Brett Kavanaugh is a fine man with an impeccable reputation who is under assault by radical left wing politicians who don’t want to know the answers they just want to destroy and delay. Facts don’t matter. I go through this with them every single day in D.C.,9/21/18,29293,113450
AMERICA IS WINNING AGAIN! https://t.co/6HcBjLAAQB,9/21/18,19135,79047
Thank you Las Vegas Nevada - I love you! #MAGA🇺🇸 https://t.co/GBZO84PyQ1,9/21/18,10741,48792
MAKE AMERICA GREAT AGAIN!https://t.co/OYJUkiEUid,9/21/18,13707,53188
Landing in Las Vegas now for a Make America Great Again Rally supporting @DeanHeller and @DannyTarkanian. Also doing interview there with @seanhannity live on @FoxNews. Big crowd long lines. Will be great! #MAGA,9/21/18,10566,52840
https://t.co/LdXQb42Imc,9/20/18,12482,42438
On my way to Las Vegas Nevada. Look forward to seeing everyone tonight! #MAGA https://t.co/wTeerIUJvd,9/20/18,12209,55746
https://t.co/RzqoiQ4SmD,9/20/18,13158,53084
...North Korea to be identified as a result of my Summit with Chairman Kim. These HEROES are home they may Rest In Peace and hopefully their families can have closure.,9/20/18,11191,50928
Army Master Sgt. Charles H. McDaniel 32 of Vernon Indiana and Army Pfc. William H. Jones 19 of Nash County North Carolina are the first American remains from...,9/20/18,12774,54911
Congratulations to my good friend Prime Minister @AbeShinzo on his HUGE election victory in Japan. I’m looking forward to many more years of working together. See you in New York next week!🇺🇸🇯🇵,9/20/18,15475,69312
.@JayWebberNJ is running for Congress in the 11th District of New Jersey. He is outstanding in every way. Strong on Borders loves our Military and our Vets. Big Crime fighter. Jay has my Full and Total Endorsement!,9/20/18,11353,42864
S&amp;P 500 HITS ALL-TIME HIGH  Congratulations USA!,9/20/18,20109,89709
I want to know where is the money for Border Security and the WALL in this ridiculous Spending Bill and where will it come from after the Midterms? Dems are obstructing Law Enforcement and Border Security. REPUBLICANS MUST FINALLY GET TOUGH!,9/20/18,30030,114699
....The thing that’s lacking is we can’t properly secure the Border because of the Democrats historic level of Obstruction.” Senator David Perdue of Georgia.,9/20/18,13003,53916
“We can’t secure the Border because of the Democrats historic level of Obstruction. The Presidents fed up with this. His agenda is working. The economy is growing at twice the rate it did under Obama. We’ve nominated and confirmed 68 Federal Judges 26 Court of Appeals Judges....,9/20/18,15347,60642
We protect the countries of the Middle East they would not be safe for very long without us and yet they continue to push for higher and higher oil prices! We will remember. The OPEC monopoly must get prices down now!,9/20/18,19731,81211
Financial and jobs numbers are fantastic. There are plenty of new high paying jobs available in our great and very vibrant economy. If you are not happy where you are start looking - but also remember our economy is only getting better. Vote in Midterms!,9/20/18,17464,70699
https://t.co/zMg2iZgriM,9/20/18,18099,72638
Great new book by Jason Chaffetz appropriately called “The Deep State.” Very interesting indeed!,9/19/18,19179,81041
Just returned to the White House from the Great States of North Carolina and South Carolina where incredible work is being done on the ongoing fight against hurricane Florence. Tremendous talent and spirit!,9/19/18,15963,82617
“President Donald J. Trump’s Administration is Providing Support to Those Impacted by Hurricane Florence” https://t.co/3neafSgQ1h,9/19/18,10953,48799
“North Korea recommits to denuclearization - we’ve come a long way.” @FoxNews,9/19/18,21671,100372
....it was impossible - and then already it’s over 4% and I expect it’s going to grow faster and faster. We’re just getting started here.” Peter Ferrara former advisor to President Reagan. @foxandfriends,9/19/18,14930,65748
“The recovery got started on Election Day 2016. It took Trump’s Tax Cuts and Regulation Cuts to get the economy booming. Before that it was the worst and slowest economic recovery since the Great Depression. It took just 6 months for Trump to get to 3% even though they said.....,9/19/18,19078,78493
....returned home to the United States. Also North and South Korea will file a joint bid to host the 2032 Olympics. Very exciting!,9/19/18,17236,77048
Kim Jong Un has agreed to allow Nuclear inspections subject to final negotiations and to permanently dismantle a test site and launch pad in the presence of international experts. In the meantime there will be no Rocket or Nuclear testing. Hero remains to continue being........,9/19/18,26173,102073
The Supreme Court is one of the main reasons I got elected President. I hope Republican Voters and others are watching and studying the Democrats Playbook.,9/19/18,32155,118509
https://t.co/G0BjCXEnaX,9/18/18,15834,69480
Today it was my great honor to welcome @prezydentpl Andrzej Duda of Poland to the @WhiteHouse! https://t.co/VdsTYdq9MN,9/18/18,9979,47057
Today I took action to strengthen our Nation’s defenses against biological threats. For the first time in history the Federal Government has a National Biodefense Strategy to address the FULL RANGE of biological threats! https://t.co/kW7Ug1DA6q,9/18/18,18033,73217
Thank you to our great Coast Guard for doing such a tremendous job - thousands of lives being saved! https://t.co/Ud8AT1orf8 https://t.co/YEFnGMmwoV,9/18/18,13183,62420
...that FEMA our Military and our First Responders who are all unbelievable are a disaster and not doing a good job. This will be a total lie but that’s what they do and everybody knows it!,9/18/18,10930,51785
Right now everybody is saying what a great job we are doing with Hurricane Florence – and they are 100% correct. But don’t be fooled at some point in the near future the Democrats will start ranting...,9/18/18,15505,71470
Happy 71st Birthday to our GREAT United States Air Force! https://t.co/r9Sa7DJQ76,9/18/18,16784,75599
.....China has been taking advantage of the United States on Trade for many years. They also know that I am the one that knows how to stop it. There will be great and fast economic retaliation against China if our farmers ranchers and/or industrial workers are targeted!,9/18/18,16569,67518
China has openly stated that they are actively trying to impact and change our election by attacking our farmers ranchers and industrial workers because of their loyalty to me. What China does not understand is that these people are great patriots and fully understand that.....,9/18/18,20397,86435
....campaign which is unprecedented in our history.” Congressman Peter King  Really bad things were happening but they are now being exposed. Big stuff!,9/18/18,14974,59393
“What will be disclosed is that there was no basis for these FISA Warrants that the important information was kept from the court there’s going to be a disproportionate influence of the (Fake) Dossier. Basically you have a counter terrorism tool used to spy on a presidential...,9/18/18,22835,77212
Today as we celebrate Hispanic Heritage Month we share our gratitude for all the ways Hispanic-Americans make our country flourish and prosper. Today and every day we honor cherish and celebrate Hispanic-American Workers Families Students Businesses and Leaders... https://t.co/2AxlbluB2S,9/18/18,19363,76890
Just met John James of Michigan. He has every single quality to be your next Great Senator from Michigan. When the people of Michigan get to know John they will say he is a true star. Also distinguished Military and a Combat Vet! https://t.co/thRBoBkuFL,9/17/18,21938,80236
