"","text","created_at","retweet_count","favorite_count","clean","sent.value","category","response","month","year"
"1755","Why doesn’t somebody study the horrible charges brought against @Macys for racial profiling? Terrible hypocrites!",2015-07-02,646,1247,"Why doesn’t somebody study the horrible charges brought against @Macys for racial profiling? Terrible hypocrites!",-2.25,"negative",1893,2015-07-01,2015-01-01
"1762",".@GovernorPataki was a terrible governor of NY one of the worst -- would’ve been swamped if he ran again!",2015-07-01,164,352,".@GovernorPataki was a terrible governor of NY one of the worst -- would’ve been swamped if he ran again!",-1.75,"negative",516,2015-07-01,2015-01-01
"1764","For all of those who want to #MakeAmericaGreatAgain boycott @Macys. They are weak on border security &amp; stopping illegal immigration.",2015-07-01,2129,2743,"For all of those who want to #MakeAmericaGreatAgain boycott @Macys. They are weak on border security &amp; stopping illegal immigration.",-2.65,"negative",4872,2015-07-01,2015-01-01
"1765","Those who believe in tight border security stopping illegal immigration &amp;  SMART trade deals w/other countries should boycott @Macys.",2015-07-01,1396,2084,"Those who believe in tight border security stopping illegal immigration &amp; SMART trade deals w/other countries should boycott @Macys.",-1.65,"negative",3480,2015-07-01,2015-01-01
"1774","We MUST have strong borders and stop illegal immigration. Without that we do not have a country. Also Mexico is killing U.S. on trade. WIN!",2015-06-30,1295,2180,"We MUST have strong borders and stop illegal immigration. Without that we do not have a country. Also Mexico is killing U.S. on trade. WIN!",-1.15,"negative",3475,2015-06-01,2015-01-01
"1783","See story in Fusion and Huff. Post about rape at the border. Beyond terrible! Isn't Fusion owned by Univision?",2015-06-28,204,325,"See story in Fusion and Huff. Post about rape at the border. Beyond terrible! Isn't Fusion owned by Univision?",-1.75,"negative",529,2015-06-01,2015-01-01
"1793","When you are in a war or even a battle losing is not an option!",2015-06-27,839,1256,"When you are in a war or even a battle losing is not an option!",-1.35,"negative",2095,2015-06-01,2015-01-01
"1801","Univision wants to back out of signed @MissUniverse contract because I exposed the terrible trade deals that the U.S. makes with Mexico.",2015-06-25,1055,1172,"Univision wants to back out of signed @MissUniverse contract because I exposed the terrible trade deals that the U.S. makes with Mexico.",-1.25,"negative",2227,2015-06-01,2015-01-01
"1802","Mexican gov doesn't want me talking about terrible border situation &amp; horrible trade deals. Forcing Univision to get me to stop- no way!",2015-06-25,1180,1630,"Mexican gov doesn't want me talking about terrible border situation &amp; horrible trade deals. Forcing Univision to get me to stop- no way!",-1.9,"negative",2810,2015-06-01,2015-01-01
"1804","I hear that dopey political pundit Lawrence O'Donnell one of the dumber people on television is about to lose his show-no ratings?Too bad",2015-06-25,242,476,"I hear that dopey political pundit Lawrence O'Donnell one of the dumber people on television is about to lose his show-no ratings?Too bad",-1.8,"negative",718,2015-06-01,2015-01-01
"1809","The ratings for The View are really low. Nicole Wallace and Molly Sims are a disaster. Get new cast or just put it to  sleep. Dead T.V.",2015-06-25,236,667,"The ratings for The View are really low. Nicole Wallace and Molly Sims are a disaster. Get new cast or just put it to sleep. Dead T.V.",-1.2,"negative",903,2015-06-01,2015-01-01
"1843",".@KarlRove stated clearly that he wants to repeal the 2nd Amendment. I thought @FoxNews was going to fire that jerk after his Romney fiasco?",2015-06-22,192,290,".@KarlRove stated clearly that he wants to repeal the 2nd Amendment. I thought @FoxNews was going to fire that jerk after his Romney fiasco?",-1,"negative",482,2015-06-01,2015-01-01
"1845",".@MarthaRaddatz was so unprofessional and biased when discussing me on This Week. @GStephanopoulos should not allow this conduct!",2015-06-21,104,258,".@MarthaRaddatz was so unprofessional and biased when discussing me on This Week. @GStephanopoulos should not allow this conduct!",-1.75,"negative",362,2015-06-01,2015-01-01
"1853","Druggies drug dealers rapists and killers are coming across the southern border. When will the U.S. get smart and stop this travesty?",2015-06-20,1578,2181,"Druggies drug dealers rapists and killers are coming across the southern border. When will the U.S. get smart and stop this travesty?",-3.6,"negative",3759,2015-06-01,2015-01-01
"1858","Via @WashTimes by @CharlesHurt: ""Donald Trump declares war on lying street-hustlers of Congress”  http://t.co/IonH0WEDEs",2015-06-19,163,240,"Via @WashTimes by @CharlesHurt: ""Donald Trump declares war on lying street-hustlers of Congress” http://t.co/IonH0WEDEs",-1.1,"negative",403,2015-06-01,2015-01-01
"1860","Almost every major dealmaker has used the bankruptcy laws as a business tool. Icahn Black Zell—but nobody says they went bankrupt!",2015-06-19,225,395,"Almost every major dealmaker has used the bankruptcy laws as a business tool. Icahn Black Zell—but nobody says they went bankrupt!",-1.6,"negative",620,2015-06-01,2015-01-01
"1865","George Will was a big Iraq fool.  $2 trillion thousands of lives lost -- &amp; we got nothing! Dummy.",2015-06-19,197,351,"George Will was a big Iraq fool. $2 trillion thousands of lives lost -- &amp; we got nothing! Dummy.",-1.75,"negative",548,2015-06-01,2015-01-01
"1866","Goofy political pundit George Will spoke at Mar-a-Lago years ago. I didn’t attend because he’s boring &amp; often wrong—a total dope!",2015-06-19,127,248,"Goofy political pundit George Will spoke at Mar-a-Lago years ago. I didn’t attend because he’s boring &amp; often wrong—a total dope!",-2.25,"negative",375,2015-06-01,2015-01-01
"1870","The tragedy in South Carolina is incomprehensible. My deepest condolences to all.",2015-06-18,501,1154,"The tragedy in South Carolina is incomprehensible. My deepest condolences to all.",-1.25,"negative",1655,2015-06-01,2015-01-01
"1876","Only a fool would buy the @NYDailyNews. Loses fortune &amp; has zero gravitas. Let it die!",2015-06-17,228,545,"Only a fool would buy the @NYDailyNews. Loses fortune &amp; has zero gravitas. Let it die!",-2,"negative",773,2015-06-01,2015-01-01
"1960","“Our runaway judiciary is badly in need of restraint by Congress.” - Phyllis Schlafly",2015-06-05,51,64,"“Our runaway judiciary is badly in need of restraint by Congress.” - Phyllis Schlafly",-1.9,"negative",115,2015-06-01,2015-01-01
"1963","China just hacked our federal government &amp; stole gov. workers’ information. Why do our leaders let China get away with this?! No respect.",2015-06-05,184,232,"China just hacked our federal government &amp; stole gov. workers’ information. Why do our leaders let China get away with this?! No respect.",-1,"negative",416,2015-06-01,2015-01-01
"1971","Dummy political pundit @krauthammer constantly pressed the crazy war in Iraq. Many lives and trillions of dollars wasted. U.S. got NOTHING!",2015-06-05,107,101,"Dummy political pundit @krauthammer constantly pressed the crazy war in Iraq. Many lives and trillions of dollars wasted. U.S. got NOTHING!",-2.5,"negative",208,2015-06-01,2015-01-01
"1999","All the haters &amp; losers must admit that unlike others I never attacked dopey Jon Stewart for his phony last name. Would never do that!",2015-06-01,125,192,"All the haters &amp; losers must admit that unlike others I never attacked dopey Jon Stewart for his phony last name. Would never do that!",-2.65,"negative",317,2015-06-01,2015-01-01
"2000","While Jon Stewart is a joke not very bright and totally overrated some losers and haters will miss him &amp; his dumb clown humor. Too bad!",2015-06-01,290,389,"While Jon Stewart is a joke not very bright and totally overrated some losers and haters will miss him &amp; his dumb clown humor. Too bad!",-1.55,"negative",679,2015-06-01,2015-01-01
"2003","For those of you that have conveniently forgotten dummy Jon Stewart is a bad filmmaker. His last effort was a real bomb (in all ways)!",2015-06-01,47,86,"For those of you that have conveniently forgotten dummy Jon Stewart is a bad filmmaker. His last effort was a real bomb (in all ways)!",-1.45,"negative",133,2015-06-01,2015-01-01
"2008","All the haters and losers must admit that unlike others  I never attacked dopey Jon Stewart for his phony last name. Would never do that!",2015-05-31,306,405,"All the haters and losers must admit that unlike others I never attacked dopey Jon Stewart for his phony last name. Would never do that!",-2.65,"negative",711,2015-05-01,2015-01-01
"2009","While Jon Stewart is a joke not very bright and totally overrated some losers and haters will miss him and his dumb clown humor. Too bad!",2015-05-31,444,656,"While Jon Stewart is a joke not very bright and totally overrated some losers and haters will miss him and his dumb clown humor. Too bad!",-1.55,"negative",1100,2015-05-01,2015-01-01
"2011","Wow the economy is really bad! GROSS DOMESTIC PRODUCT down 0.7% in 1st. quarter - and getting worse. I TOLD YOU SO! Only I can fix.",2015-05-29,203,332,"Wow the economy is really bad! GROSS DOMESTIC PRODUCT down 0.7% in 1st. quarter - and getting worse. I TOLD YOU SO! Only I can fix.",-2.25,"negative",535,2015-05-01,2015-01-01
"2029","My @greta int. on @FoxNews on how to defeat ISIS Obama losing ground to ISIS &amp; Making America Great Again! http://t.co/1d4mPmJFaa",2015-05-28,36,58,"My @greta int. on @FoxNews on how to defeat ISIS Obama losing ground to ISIS &amp; Making America Great Again! http://t.co/1d4mPmJFaa",-1.05,"negative",94,2015-05-01,2015-01-01
"2116","Marco Rubio had no idea what he was doing on Chris Wallace show. Said Iraq ""was not a mistake."" He looked clueless!",2015-05-18,46,74,"Marco Rubio had no idea what he was doing on Chris Wallace show. Said Iraq ""was not a mistake."" He looked clueless!",-1.25,"negative",120,2015-05-01,2015-01-01
"2120","Marco Rubio was a complete disaster today in an interview with Chris Wallace @FoxNews concerning our invading Iraq.He was as clueless as Jeb",2015-05-18,153,203,"Marco Rubio was a complete disaster today in an interview with Chris Wallace @FoxNews concerning our invading Iraq.He was as clueless as Jeb",-1.5,"negative",356,2015-05-01,2015-01-01
"2121","Jeb Bush gave five different answers in four days on whether or not we should have invaded Iraq.He is so confused.Not presidential material!",2015-05-18,225,379,"Jeb Bush gave five different answers in four days on whether or not we should have invaded Iraq.He is so confused.Not presidential material!",-1.1,"negative",604,2015-05-01,2015-01-01
"2133","I cannot believe how bad Jeb Bush looks with his insane answer on Iraq and then his numerous corrections which made him look even worse.",2015-05-15,109,189,"I cannot believe how bad Jeb Bush looks with his insane answer on Iraq and then his numerous corrections which made him look even worse.",-2.25,"negative",298,2015-05-01,2015-01-01
"2136","“Failure isn’t fatal but failure to change might be” – John Wooden",2015-05-14,275,254,"“Failure isn’t fatal but failure to change might be” – John Wooden",-1.25,"negative",529,2015-05-01,2015-01-01
"2140","I hope Tom Brady sues the hell out of the @nfl for incompetence &amp; defamation. They will drop the case against him--and he will win.",2015-05-13,3193,3239,"I hope Tom Brady sues the hell out of the @nfl for incompetence &amp; defamation. They will drop the case against him--and he will win.",-2.1,"negative",6432,2015-05-01,2015-01-01
"2141","You can be an @nfl player with murder charges and not be suspended. Yet with NO EVIDENCE @nfl targeted Tom Brady. B.S.!",2015-05-13,591,680,"You can be an @nfl player with murder charges and not be suspended. Yet with NO EVIDENCE @nfl targeted Tom Brady. B.S.!",-1.45,"negative",1271,2015-05-01,2015-01-01
"2149","We are rebuilding other countries while our own country is going to HELL. Time to rebuild the U.S.A.! Tell our stupid politicians ENOUGH",2015-05-13,420,644,"We are rebuilding other countries while our own country is going to HELL. Time to rebuild the U.S.A.! Tell our stupid politicians ENOUGH",-1.25,"negative",1064,2015-05-01,2015-01-01
"2154","Amtrak crash near Philadelphia train derails -many hurt some badly. Our country has horrible infrastructure problems. Pols can't solve!",2015-05-13,146,271,"Amtrak crash near Philadelphia train derails -many hurt some badly. Our country has horrible infrastructure problems. Pols can't solve!",-3.5,"negative",417,2015-05-01,2015-01-01
"2155","Jeb Bush really blew his interview with @megynkelly - should cost him big time. Said he would do the disastrous  Iraq war all over again",2015-05-13,74,127,"Jeb Bush really blew his interview with @megynkelly - should cost him big time. Said he would do the disastrous Iraq war all over again",-1.25,"negative",201,2015-05-01,2015-01-01
"2168","One of the dumber and least respected of the political pundits is Chris Cillizza of the Washington Post @TheFix. Moron hates my poll numbers",2015-05-12,126,158,"One of the dumber and least respected of the political pundits is Chris Cillizza of the Washington Post @TheFix. Moron hates my poll numbers",-1.3,"negative",284,2015-05-01,2015-01-01
"2169","Why do we always try to destroy our true champions and winners in this country while at the same time leaving the losers alone? STUPID!",2015-05-11,1908,2163,"Why do we always try to destroy our true champions and winners in this country while at the same time leaving the losers alone? STUPID!",-1.8,"negative",4071,2015-05-01,2015-01-01
"2170","People are so jealous of Tom Brady and the Patriots. No court could convict based on the evidence.They can't beat him on the field so this!",2015-05-11,5173,4625,"People are so jealous of Tom Brady and the Patriots. No court could convict based on the evidence.They can't beat him on the field so this!",-1.55,"negative",9798,2015-05-01,2015-01-01
"2175",".@canoetravel  Also the very obsolete ugly and expensive wind turbines will never be build in Aberdeen. No longer works. @GolfChannel",2015-05-01,19,32,".@canoetravel Also the very obsolete ugly and expensive wind turbines will never be build in Aberdeen. No longer works. @GolfChannel",-1.15,"negative",51,2015-05-01,2015-01-01
"2188","Why is no-one talking about the horrible murder of Ana Charle by ex-con thug West Spruill. Gunned down on street naked. Why no riots here?",2015-05-01,257,385,"Why is no-one talking about the horrible murder of Ana Charle by ex-con thug West Spruill. Gunned down on street naked. Why no riots here?",-2.5,"negative",642,2015-05-01,2015-01-01
"2189","Billions of dollars spent on Baltimore and it's still a total mess. Leadership is needed not dollars. Our whole country is going to hell!",2015-05-01,441,620,"Billions of dollars spent on Baltimore and it's still a total mess. Leadership is needed not dollars. Our whole country is going to hell!",-1.8,"negative",1061,2015-05-01,2015-01-01
"2193",".@NicolleDWallace is really hurting @TheView. She is boring predictable and has zero television ""it"" - show no longer has ratings dying!",2015-04-30,16,34,".@NicolleDWallace is really hurting @TheView. She is boring predictable and has zero television ""it"" - show no longer has ratings dying!",-2.5,"negative",50,2015-04-01,2015-01-01
"2194","I have been a guest on The View many times when it was  successful show. Now the show is dying for lack of ratings. Too bad!",2015-04-30,26,98,"I have been a guest on The View many times when it was successful show. Now the show is dying for lack of ratings. Too bad!",-1.25,"negative",124,2015-04-01,2015-01-01
"2200","I wonder what the rest of the world is thinking about the United States as they watch the disgusting and out of control Baltimore riots?",2015-04-29,295,543,"I wonder what the rest of the world is thinking about the United States as they watch the disgusting and out of control Baltimore riots?",-1,"negative",838,2015-04-01,2015-01-01
"2206","Now that the ineffective Baltimore  Police have allowed the city to be destroyed are the U.S. taxpayers expected to rebuild it (again)?",2015-04-28,1645,1792,"Now that the ineffective Baltimore Police have allowed the city to be destroyed are the U.S. taxpayers expected to rebuild it (again)?",-2,"negative",3437,2015-04-01,2015-01-01
"2208","Blatant and rampant property destruction in Baltimore as the police stand by and watch. Should be a lesson on how NOT to handle riots. SAD!",2015-04-28,850,1016,"Blatant and rampant property destruction in Baltimore as the police stand by and watch. Should be a lesson on how NOT to handle riots. SAD!",-2.9,"negative",1866,2015-04-01,2015-01-01
"2209","Wow 15 policemen hurt in Baltimore some badly! Where is the National Guard. Police must get tough and fast! Thugs must be stopped.",2015-04-28,1509,1774,"Wow 15 policemen hurt in Baltimore some badly! Where is the National Guard. Police must get tough and fast! Thugs must be stopped.",-2.65,"negative",3283,2015-04-01,2015-01-01
"2247","The Trans-Pacific Partnership is an attack on America's business. It does not  stop Japan's currency manipulation. This is a bad deal.",2015-04-22,128,150,"The Trans-Pacific Partnership is an attack on America's business. It does not stop Japan's currency manipulation. This is a bad deal.",-1.85,"negative",278,2015-04-01,2015-01-01
"2261","With a stupid guy like Jonah Goldberg who uses “tweeting like a 14 year old girl” to hit me no wonder the NRO is doing so poorly. @JonahNRO",2015-04-21,83,177,"With a stupid guy like Jonah Goldberg who uses “tweeting like a 14 year old girl” to hit me no wonder the NRO is doing so poorly. @JonahNRO",-1.5,"negative",260,2015-04-01,2015-01-01
"2263",".@JonahNRO You stated that I started “relentlessly tweeting like a 14-year-old girl...”  Horrible insult to women. Resign now or later!",2015-04-21,280,304,".@JonahNRO You stated that I started “relentlessly tweeting like a 14-year-old girl...” Horrible insult to women. Resign now or later!",-2.35,"negative",584,2015-04-01,2015-01-01
"2278","National Review @NRO may  be going out of business because of the really pathetic job being done by @JonahNRO. No talent means death - sad!",2015-04-21,238,277,"National Review @NRO may be going out of business because of the really pathetic job being done by @JonahNRO. No talent means death - sad!",-1.5,"negative",515,2015-04-01,2015-01-01
"2281","As I have long been saying South Africa is a total - and very dangerous - mess. Just watch the evening news (when not talking weather).",2015-04-20,1418,961,"As I have long been saying South Africa is a total - and very dangerous - mess. Just watch the evening news (when not talking weather).",-1.25,"negative",2379,2015-04-01,2015-01-01
"2282","We are stupidly paying Iran billions of dollars that we should not be paying. Why isn't this part of the nuclear negotiations? Really dumb!",2015-04-20,125,205,"We are stupidly paying Iran billions of dollars that we should not be paying. Why isn't this part of the nuclear negotiations? Really dumb!",-1.9,"negative",330,2015-04-01,2015-01-01
"2293","For all of the haters and losers out there sorry I never went Bankrupt -- but I did build a world class company and employ many people!",2015-04-18,436,717,"For all of the haters and losers out there sorry I never went Bankrupt -- but I did build a world class company and employ many people!",-2.65,"negative",1153,2015-04-01,2015-01-01
"2306","America will never be destroyed from the outside.If we falter and lose our freedomsit will be because we destroyed ourselves. A. Lincoln",2015-04-16,334,379,"America will never be destroyed from the outside.If we falter and lose our freedomsit will be because we destroyed ourselves. A. Lincoln",-1.75,"negative",713,2015-04-01,2015-01-01
"2338",".@TMobile gives terrible service and has many complaints just check.",2015-04-12,39,63,".@TMobile gives terrible service and has many complaints just check.",-1.75,"negative",102,2015-04-01,2015-01-01
"2365","As dishonest as @RollingStone is I say @HuffingtonPost is worse. Neither has much money -  sue them and put them out of business!",2015-04-07,155,228,"As dishonest as @RollingStone is I say @HuffingtonPost is worse. Neither has much money - sue them and put them out of business!",-1.15,"negative",383,2015-04-01,2015-01-01
"2380","That Saturday Night Live is able to joke about the Germanwings air tragedy is disgusting. They should apologize to all of those  suffering!",2015-04-05,251,512,"That Saturday Night Live is able to joke about the Germanwings air tragedy is disgusting. They should apologize to all of those suffering!",-1.35,"negative",763,2015-04-01,2015-01-01
"2391","Obama’s offer to Iran will not stop Iran’s breakout capability. It is a bad desperate deal negotiated from weakness. Pass sanctions!",2015-04-01,106,159,"Obama’s offer to Iran will not stop Iran’s breakout capability. It is a bad desperate deal negotiated from weakness. Pass sanctions!",-1.95,"negative",265,2015-04-01,2015-01-01
"2420","The girlfriend of Lubitz the  wacko co-pilot who took down the plane knew he was insane and should have reported him. Put her through hell",2015-03-29,193,267,"The girlfriend of Lubitz the wacko co-pilot who took down the plane knew he was insane and should have reported him. Put her through hell",-2.55,"negative",460,2015-03-01,2015-01-01
"2427","Flashback @FoxNewsInsider July '14:“Trump: Bergdahl Swap Another Mistake By 'Gang That Couldn't Shoot Straight'” http://t.co/GGxwFvQjwc",2015-03-26,23,42,"Flashback @FoxNewsInsider July '14:“Trump: Bergdahl Swap Another Mistake By 'Gang That Couldn't Shoot Straight'” http://t.co/GGxwFvQjwc",-1.6,"negative",65,2015-03-01,2015-01-01
"2432","Sgt. Bowe Bergdahl should face the death penalty for desertion - five brave soldiers died trying to bring him back. U.S. has to get tough!",2015-03-26,296,478,"Sgt. Bowe Bergdahl should face the death penalty for desertion - five brave soldiers died trying to bring him back. U.S. has to get tough!",-1.75,"negative",774,2015-03-01,2015-01-01
"2451","Via @dcexaminer by @eScarry: “Donald Trump: @HuffingtonPost 'a very dishonest organization'” http://t.co/roM3MKB8wn",2015-03-24,23,23,"Via @dcexaminer by @eScarry: “Donald Trump: @HuffingtonPost 'a very dishonest organization'” http://t.co/roM3MKB8wn",-1.1,"negative",46,2015-03-01,2015-01-01
"2483","Just as I have been saying for MANY years and while they phony negotiate with the U.S. over nuclear Iran is taking over Iraq. Really sad!",2015-03-12,56,93,"Just as I have been saying for MANY years and while they phony negotiate with the U.S. over nuclear Iran is taking over Iraq. Really sad!",-2.05,"negative",149,2015-03-01,2015-01-01
"2503","Mexico's court system  corrupt.I want nothing to do with Mexico other than to build an impenetrable WALL and stop them from ripping off U.S.",2015-03-06,1358,1015,"Mexico's court system corrupt.I want nothing to do with Mexico other than to build an impenetrable WALL and stop them from ripping off U.S.",-1.2,"negative",2373,2015-03-01,2015-01-01
"2529","Via @BreitbartNews by @mboyle1:""Donald Trump Slams Liberals In ‘Dishonest Press’: ‘I’m Going To Start Naming Names’"" http://t.co/7uzPNPJ9vK",2015-03-02,89,100,"Via @BreitbartNews by @mboyle1:""Donald Trump Slams Liberals In ‘Dishonest Press’: ‘I’m Going To Start Naming Names’"" http://t.co/7uzPNPJ9vK",-1.1,"negative",189,2015-03-01,2015-01-01
"2531","Via @bpolitics by @BetBrod “Trump sets an aggressive tone as he insisted he's serious about running for POTUS."" http://t.co/iqdFdyHgZ4",2015-03-01,38,74,"Via @bpolitics by @BetBrod “Trump sets an aggressive tone as he insisted he's serious about running for POTUS."" http://t.co/iqdFdyHgZ4",-1.1,"negative",112,2015-03-01,2015-01-01
"2550","The Mexican legal system is corrupt as is much of Mexico. Pay me the money that is owed me now - and stop sending criminals over our border",2015-02-25,2095,1342,"The Mexican legal system is corrupt as is much of Mexico. Pay me the money that is owed me now - and stop sending criminals over our border",-1.15,"negative",3437,2015-02-01,2015-01-01
"2553","The evening news broadcasts must stop talking about weather—boring and too many other topics.",2015-02-24,173,259,"The evening news broadcasts must stop talking about weather—boring and too many other topics.",-1.4,"negative",432,2015-02-01,2015-01-01
"2561","I told you the Oscars were terrible—bad look bad talent—and among the lowest ratings in show’s history.  http://t.co/AOc5aQdVvk …",2015-02-23,133,212,"I told you the Oscars were terrible—bad look bad talent—and among the lowest ratings in show’s history. http://t.co/AOc5aQdVvk …",-1.75,"negative",345,2015-02-01,2015-01-01
"2570","Worst graphics and stage backdrop ever at the Oscars. Show is terrible really BORING!",2015-02-23,577,996,"Worst graphics and stage backdrop ever at the Oscars. Show is terrible really BORING!",-2.25,"negative",1573,2015-02-01,2015-01-01
"2576","Entrepreneurs: Difficulties mistakes &amp; setbacks are an inevitable part of business &amp; life. Remember to keep your equilibrium intact.",2015-02-20,265,323,"Entrepreneurs: Difficulties mistakes &amp; setbacks are an inevitable part of business &amp; life. Remember to keep your equilibrium intact.",-1.5,"negative",588,2015-02-01,2015-01-01
"2584","Entrepreneurs:  Ignorance is not bliss it's fatal. It's costly. Pay attention or get crushed. Watch listen and learn.",2015-02-19,443,542,"Entrepreneurs: Ignorance is not bliss it's fatal. It's costly. Pay attention or get crushed. Watch listen and learn.",-1.05,"negative",985,2015-02-01,2015-01-01
"2587","Record setting cold and snow ice caps massive! The only global warming we should fear is that caused by nuclear weapons - incompetent pols.",2015-02-19,188,247,"Record setting cold and snow ice caps massive! The only global warming we should fear is that caused by nuclear weapons - incompetent pols.",-2,"negative",435,2015-02-01,2015-01-01
"2636","With America's debt topping $21T by the end of his presidency Obama will have effectively bankrupted our country. @davidaxelrod",2015-02-10,310,263,"With America's debt topping $21T by the end of his presidency Obama will have effectively bankrupted our country. @davidaxelrod",-1.25,"negative",573,2015-02-01,2015-01-01
"2637","Why did @oreillyfactor give @davidaxelrod so much time to sell his third rate book. Bill should have hit stammering David MUCH harder! Waste",2015-02-10,31,52,"Why did @oreillyfactor give @davidaxelrod so much time to sell his third rate book. Bill should have hit stammering David MUCH harder! Waste",-1.6,"negative",83,2015-02-01,2015-01-01
"2639",".@davidaxelrod use Buffet Icahn Sam Zell Leon Black Kravis Caesars and many more when talking about using the bankruptcy laws not me!",2015-02-10,16,34,".@davidaxelrod use Buffet Icahn Sam Zell Leon Black Kravis Caesars and many more when talking about using the bankruptcy laws not me!",-1.25,"negative",50,2015-02-01,2015-01-01
"2649","Word is that Sleepy Eyes Chuck Todd who has failed so badly with Meet the Press will be taking over for now irrelevant Brian Williams!",2015-02-07,101,124,"Word is that Sleepy Eyes Chuck Todd who has failed so badly with Meet the Press will be taking over for now irrelevant Brian Williams!",-2,"negative",225,2015-02-01,2015-01-01
"2651","By @kwrcrow: ""Hey Washington Post; ‘Only You Hate Donald Trump’ or 'Is it FEAR?'"" http://t.co/XBEDmhDQkI",2015-02-07,28,54,"By @kwrcrow: ""Hey Washington Post; ‘Only You Hate Donald Trump’ or 'Is it FEAR?'"" http://t.co/XBEDmhDQkI",-1.6,"negative",82,2015-02-01,2015-01-01
"2675","We’re worried about waterboarding as our enemy ISIS is beheading people and burning people alive. Time for us to wake up.",2015-02-04,1073,1207,"We’re worried about waterboarding as our enemy ISIS is beheading people and burning people alive. Time for us to wake up.",-1.65,"negative",2280,2015-02-01,2015-01-01
"2726","Many people are saying it was wonderful that Mrs. Obama refused to wear a scarf in Saudi Arabia but they were insulted.We have enuf enemies",2015-01-29,218,254,"Many people are saying it was wonderful that Mrs. Obama refused to wear a scarf in Saudi Arabia but they were insulted.We have enuf enemies",-1,"negative",472,2015-01-01,2015-01-01
"2728",".@oreillyfactor - bad and very deceptive journalism. Show must be heading in wrong direction too bad!  @SarahPalinUSA",2015-01-29,75,78,".@oreillyfactor - bad and very deceptive journalism. Show must be heading in wrong direction too bad! @SarahPalinUSA",-2.25,"negative",153,2015-01-01,2015-01-01
"2760","Two of the best ever episodes of Celebrity Apprentice tonight at 8. Totally vicious and crazy! I will live tweet.",2015-01-26,75,196,"Two of the best ever episodes of Celebrity Apprentice tonight at 8. Totally vicious and crazy! I will live tweet.",-1,"negative",271,2015-01-01,2015-01-01
"2792","With oil below $50 the blighted views by windfarms of historic @CulzeanCastle will be very sad. #SaveCulzean http://t.co/wQSIPBlv3o",2015-01-23,28,39,"With oil below $50 the blighted views by windfarms of historic @CulzeanCastle will be very sad. #SaveCulzean http://t.co/wQSIPBlv3o",-1.1,"negative",67,2015-01-01,2015-01-01
"2813","Via @examinercom by @Mellyora13: “Trump: Was Benghazi the result of incompetence or something more sinister?” http://t.co/MO4yzO2aSD",2015-01-21,23,32,"Via @examinercom by @Mellyora13: “Trump: Was Benghazi the result of incompetence or something more sinister?” http://t.co/MO4yzO2aSD",-1.85,"negative",55,2015-01-01,2015-01-01
"2819","Based on new oil prices the ugly windfarms being built in Scotland will quickly die! What a mess!",2015-01-21,57,71,"Based on new oil prices the ugly windfarms being built in Scotland will quickly die! What a mess!",-1.45,"negative",128,2015-01-01,2015-01-01
"2857","Despite what the haters and losers like to say I never filed for bankruptcy but WOW the preeminent gaming company Caesars just did.",2015-01-15,121,123,"Despite what the haters and losers like to say I never filed for bankruptcy but WOW the preeminent gaming company Caesars just did.",-1,"negative",244,2015-01-01,2015-01-01
"2862","Charlie Hebdo reminds me of the ""satirical"" rag magazine Spy that was very dishonest and nasty and went bankrupt. Charlie was also broke!",2015-01-14,164,89,"Charlie Hebdo reminds me of the ""satirical"" rag magazine Spy that was very dishonest and nasty and went bankrupt. Charlie was also broke!",-3.75,"negative",253,2015-01-01,2015-01-01
"2863","Via @beforeitsnews: “WATCH: See How Trump Just Torched Obama Biden Kerry For Snubbing Paris Anti-Terror March” http://t.co/XOEi6MH1Te",2015-01-13,39,58,"Via @beforeitsnews: “WATCH: See How Trump Just Torched Obama Biden Kerry For Snubbing Paris Anti-Terror March” http://t.co/XOEi6MH1Te",-1.1,"negative",97,2015-01-01,2015-01-01
"2893","The French police are afraid to go into many  communities. How did France let this all happen and how did the female terrorist ever escape?",2015-01-10,130,135,"The French police are afraid to go into many communities. How did France let this all happen and how did the female terrorist ever escape?",-1.85,"negative",265,2015-01-01,2015-01-01
"2906","Via @Newsmax_Media by @melaniebatley: ""Donald Trump: France's Strict Gun Laws Enabled Attack""http://t.co/4YkDDwRdu1",2015-01-08,48,39,"Via @Newsmax_Media by @melaniebatley: ""Donald Trump: France's Strict Gun Laws Enabled Attack""http://t.co/4YkDDwRdu1",-1.15,"negative",87,2015-01-01,2015-01-01
"2907","Fact – the tighter the gun laws the more violence. The criminals will always have guns.",2015-01-08,523,652,"Fact – the tighter the gun laws the more violence. The criminals will always have guns.",-2,"negative",1175,2015-01-01,2015-01-01
"2908","“But if someone has a gun and is trying to kill you... it would be reasonable to shoot back with your own gun.” - @DalaiLama",2015-01-08,265,328,"“But if someone has a gun and is trying to kill you... it would be reasonable to shoot back with your own gun.” - @DalaiLama",-1.25,"negative",593,2015-01-01,2015-01-01
"2915","Via @nypost by @StarrMSS: “Trump: @ApprenticeNBC contestants ‘the meanest by far’” http://t.co/prXk25MSc1",2015-01-08,13,25,"Via @nypost by @StarrMSS: “Trump: @ApprenticeNBC contestants ‘the meanest by far’” http://t.co/prXk25MSc1",-1.1,"negative",38,2015-01-01,2015-01-01
